method,image,text,vdrop,vincr,tdrop,tincr
m2ib,/media/crk/vol3/rt/coco/val2017/000000318138.jpg,a girl is playing with a video game controller,0.0,100.0,0.03864113241434097,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000318138.jpg,a girl is playing with a video game controller,0.0,100.0,0.13269837945699692,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000318138.jpg,a girl is playing with a video game controller,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000318138.jpg,a girl is playing with a video game controller,0.0,100.0,0.006994791328907013,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000562561.jpg,Two dogs in the backyard with blowup toys.,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000562561.jpg,Two dogs in the backyard with blowup toys.,0.840442068874836,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000562561.jpg,Two dogs in the backyard with blowup toys.,1.8380487337708473,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000562561.jpg,Two dogs in the backyard with blowup toys.,1.2609466910362244,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000065350.jpg,Kids are skateboarding at a skate park and one them has fallen down.,0.0,100.0,1.619616150856018,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000065350.jpg,Kids are skateboarding at a skate park and one them has fallen down.,3.7422843277454376,0.0,1.6123149544000626,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000065350.jpg,Kids are skateboarding at a skate park and one them has fallen down.,4.24257293343544,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000065350.jpg,Kids are skateboarding at a skate park and one them has fallen down.,1.1491671204566956,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000577149.jpg,there are many zebras walking on the side of this road,1.0439176112413406,0.0,1.5734123066067696,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000577149.jpg,there are many zebras walking on the side of this road,0.9224532172083855,0.0,0.09728912264108658,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000577149.jpg,there are many zebras walking on the side of this road,0.9674446657299995,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000577149.jpg,there are many zebras walking on the side of this road,1.3843252323567867,0.0,0.015185028314590454,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000004395.jpg,A man in a shirt and tie motioning with his hand.,0.2647973597049713,0.0,0.06216280162334442,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000004395.jpg,A man in a shirt and tie motioning with his hand.,0.0,100.0,0.5172688513994217,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000004395.jpg,A man in a shirt and tie motioning with his hand.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000004395.jpg,A man in a shirt and tie motioning with his hand.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000530836.jpg,A picture of a large kitchen with white cabinets and appliances.,1.0928576812148094,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000530836.jpg,A picture of a large kitchen with white cabinets and appliances.,2.017670124769211,0.0,1.609710045158863,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000530836.jpg,A picture of a large kitchen with white cabinets and appliances.,2.3767882958054543,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000530836.jpg,A picture of a large kitchen with white cabinets and appliances.,2.48083658516407,0.0,0.0163983553647995,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000523241.jpg,A busy street with several lanes and a crossing sign in the foreground.,4.121607542037964,0.0,0.08500833064317703,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000523241.jpg,A busy street with several lanes and a crossing sign in the foreground.,5.086885765194893,0.0,0.32225996255874634,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000523241.jpg,A busy street with several lanes and a crossing sign in the foreground.,5.018957331776619,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000523241.jpg,A busy street with several lanes and a crossing sign in the foreground.,3.5850338637828827,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000015751.jpg,A few birds are on the roof of a house.,0.3360516391694546,0.0,0.8555669337511063,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000015751.jpg,A few birds are on the roof of a house.,1.0326079092919827,0.0,0.90444665402174,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000015751.jpg,A few birds are on the roof of a house.,1.4814944006502628,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000015751.jpg,A few birds are on the roof of a house.,0.15195803716778755,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000050165.jpg,Small train running down the tracks in the middle of a field.,1.4259390532970428,0.0,0.035847537219524384,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000050165.jpg,Small train running down the tracks in the middle of a field.,0.6947757676243782,0.0,0.253828801214695,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000050165.jpg,Small train running down the tracks in the middle of a field.,0.6981369107961655,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000050165.jpg,Small train running down the tracks in the middle of a field.,0.0,100.0,0.04014503210783005,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000210388.jpg,Some people are walking in the snow and having fun. ,3.43017578125,0.0,0.29388628900051117,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000210388.jpg,Some people are walking in the snow and having fun. ,4.552027583122253,0.0,0.5442000925540924,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000210388.jpg,Some people are walking in the snow and having fun. ,4.028116166591644,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000210388.jpg,Some people are walking in the snow and having fun. ,3.8640204817056656,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000397279.jpg,The tennis player does not know what to expect with the next serve.,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000397279.jpg,The tennis player does not know what to expect with the next serve.,0.0,100.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000397279.jpg,The tennis player does not know what to expect with the next serve.,0.0,100.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000397279.jpg,The tennis player does not know what to expect with the next serve.,0.23637786507606506,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000095786.jpg,there are three vases made of clay on a table,0.2981901168823242,0.0,0.03508087247610092,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000095786.jpg,there are three vases made of clay on a table,1.6481252387166023,0.0,0.37384163588285446,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000095786.jpg,there are three vases made of clay on a table,1.0419601574540138,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000095786.jpg,there are three vases made of clay on a table,1.124550960958004,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000246968.jpg,A young woman standing in the kitchen pours from a large measuring cup.,0.9806379675865173,0.0,0.15529021620750427,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000246968.jpg,A young woman standing in the kitchen pours from a large measuring cup.,1.485944539308548,0.0,1.6403477638959885,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000246968.jpg,A young woman standing in the kitchen pours from a large measuring cup.,1.8547024577856064,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000246968.jpg,A young woman standing in the kitchen pours from a large measuring cup.,2.875027433037758,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000275791.jpg,A large trains travels past a river that contains several different boats,1.3841750100255013,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000275791.jpg,A large trains travels past a river that contains several different boats,1.7607364803552628,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000275791.jpg,A large trains travels past a river that contains several different boats,1.7299052327871323,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000275791.jpg,A large trains travels past a river that contains several different boats,0.26903003454208374,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000069356.jpg,A woman standing in front of a fruit stand.,0.5414025858044624,0.0,0.010556727647781372,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000069356.jpg,A woman standing in front of a fruit stand.,0.9530315175652504,0.0,0.0817377120256424,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000069356.jpg,A woman standing in front of a fruit stand.,1.1233968660235405,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000069356.jpg,A woman standing in front of a fruit stand.,1.7804713919758797,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000007818.jpg,An illuminated floral display forms the centerpiece of the arrangement in this close up of a dining room table setting.,0.6088564172387123,0.0,0.5432805046439171,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000007818.jpg,An illuminated floral display forms the centerpiece of the arrangement in this close up of a dining room table setting.,1.4664108864963055,0.0,0.33621974289417267,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000007818.jpg,An illuminated floral display forms the centerpiece of the arrangement in this close up of a dining room table setting.,0.376729853451252,0.0,0.055067986249923706,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000007818.jpg,An illuminated floral display forms the centerpiece of the arrangement in this close up of a dining room table setting.,0.7200011983513832,0.0,0.011909380555152893,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000370375.jpg,A little boy wearing a baseball hat holding a baseball bat.,0.0,100.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000370375.jpg,A little boy wearing a baseball hat holding a baseball bat.,0.0,100.0,1.2747276574373245,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000370375.jpg,A little boy wearing a baseball hat holding a baseball bat.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000370375.jpg,A little boy wearing a baseball hat holding a baseball bat.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000530457.jpg,A vase filled with red and orange flowers.,0.0,100.0,0.02216324210166931,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000530457.jpg,A vase filled with red and orange flowers.,0.0,100.0,0.21606292575597763,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000530457.jpg,A vase filled with red and orange flowers.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000530457.jpg,A vase filled with red and orange flowers.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000371699.jpg,A dog lays in a room with a desk and shelves of files and books.,3.519168123602867,0.0,2.9411902651190758,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000371699.jpg,A dog lays in a room with a desk and shelves of files and books.,3.015318140387535,0.0,0.3979060798883438,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000371699.jpg,A dog lays in a room with a desk and shelves of files and books.,3.8205400109291077,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000371699.jpg,A dog lays in a room with a desk and shelves of files and books.,4.345550388097763,0.0,0.08037015795707703,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000091779.jpg,A display of various hot dogs in serving platters.,0.0,100.0,0.009736418724060059,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000091779.jpg,A display of various hot dogs in serving platters.,0.0,100.0,0.2084542065858841,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000091779.jpg,A display of various hot dogs in serving platters.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000091779.jpg,A display of various hot dogs in serving platters.,3.0130330473184586,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000405691.jpg,"Glasses of wine, salad and french bread on a wooden table. ",0.6290286779403687,0.0,0.030572153627872467,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000405691.jpg,"Glasses of wine, salad and french bread on a wooden table. ",1.3740253634750843,0.0,1.9414063543081284,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000405691.jpg,"Glasses of wine, salad and french bread on a wooden table. ",1.0699698701500893,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000405691.jpg,"Glasses of wine, salad and french bread on a wooden table. ",0.07781889289617538,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000225946.jpg,A train traveling through the countryside next to a dirt road.,4.079784452915192,0.0,0.1731090247631073,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000225946.jpg,A train traveling through the countryside next to a dirt road.,4.427803307771683,0.0,0.5709715187549591,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000225946.jpg,A train traveling through the countryside next to a dirt road.,4.449556767940521,0.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000225946.jpg,A train traveling through the countryside next to a dirt road.,0.26871245354413986,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000571857.jpg,"In the desert, two people are sitting next to a small propeller plane next to a tent with other planes in the background.",4.437221214175224,0.0,0.1423693262040615,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000571857.jpg,"In the desert, two people are sitting next to a small propeller plane next to a tent with other planes in the background.",4.528192430734634,0.0,0.30639320611953735,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000571857.jpg,"In the desert, two people are sitting next to a small propeller plane next to a tent with other planes in the background.",4.335421323776245,0.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000571857.jpg,"In the desert, two people are sitting next to a small propeller plane next to a tent with other planes in the background.",4.499288275837898,0.0,0.04707705229520798,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000367228.jpg,Young man flying a kite over a grassy area by water.,1.9938275218009949,0.0,0.049980729818344116,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000367228.jpg,Young man flying a kite over a grassy area by water.,2.876942977309227,0.0,0.690411776304245,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000367228.jpg,Young man flying a kite over a grassy area by water.,3.0218496918678284,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000367228.jpg,Young man flying a kite over a grassy area by water.,4.43943589925766,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000528705.jpg,A brown bear sitting on top of a persons back.,0.0,100.0,1.7069974914193153,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000528705.jpg,A brown bear sitting on top of a persons back.,1.0112203657627106,0.0,1.674184389412403,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000528705.jpg,A brown bear sitting on top of a persons back.,0.3242122009396553,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000528705.jpg,A brown bear sitting on top of a persons back.,0.5090571939945221,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000002431.jpg,A plate on a wooden table full of bread.,0.0,100.0,0.039058178663253784,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000002431.jpg,A plate on a wooden table full of bread.,0.0,100.0,0.3397814929485321,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000002431.jpg,A plate on a wooden table full of bread.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000002431.jpg,A plate on a wooden table full of bread.,0.004439428448677063,0.0,0.008312612771987915,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000084270.jpg,A crowded airport filled with people carrying luggage.,0.0,100.0,0.8702684193849564,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000084270.jpg,A crowded airport filled with people carrying luggage.,0.0,100.0,0.7031533867120743,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000084270.jpg,A crowded airport filled with people carrying luggage.,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000084270.jpg,A crowded airport filled with people carrying luggage.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000369442.jpg,A group of people standing around a herd of animals in a city.,1.3797398656606674,0.0,0.0,100.0
lciba,/media/crk/vol3/rt/coco/val2017/000000369442.jpg,A group of people standing around a herd of animals in a city.,0.3502362873405218,0.0,0.2969691529870033,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000369442.jpg,A group of people standing around a herd of animals in a city.,1.2319665402173996,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000369442.jpg,A group of people standing around a herd of animals in a city.,0.5591116845607758,0.0,1.943160593509674,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000048555.jpg,A group of people on horses racing together.,0.0,100.0,1.6197051852941513,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000048555.jpg,A group of people on horses racing together.,0.0,100.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000048555.jpg,A group of people on horses racing together.,0.030298158526420593,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000048555.jpg,A group of people on horses racing together.,0.0,100.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000174482.jpg,a blue bike parked on a side walk ,2.2998761385679245,0.0,0.464098434895277,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000174482.jpg,a blue bike parked on a side walk ,1.452038250863552,0.0,0.43203532695770264,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000174482.jpg,a blue bike parked on a side walk ,2.1876156330108643,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000174482.jpg,a blue bike parked on a side walk ,2.021045610308647,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000491090.jpg,A man sitting on one of a group of motorcycles.,0.97242072224617,0.0,1.8211912363767624,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000491090.jpg,A man sitting on one of a group of motorcycles.,0.8432522416114807,0.0,1.9645676016807556,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000491090.jpg,A man sitting on one of a group of motorcycles.,0.2103995531797409,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000491090.jpg,A man sitting on one of a group of motorcycles.,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000525286.jpg,A large clock  is on the wall where the paint is peeling.,1.6147054731845856,0.0,0.0427907332777977,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000525286.jpg,A large clock  is on the wall where the paint is peeling.,2.212396077811718,0.0,0.41086506098508835,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000525286.jpg,A large clock  is on the wall where the paint is peeling.,2.3496337234973907,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000525286.jpg,A large clock  is on the wall where the paint is peeling.,3.1872570514678955,0.0,0.01783818006515503,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000133244.jpg,A man holding a tennis racquet on a tennis court.,0.0,100.0,0.11228788644075394,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000133244.jpg,A man holding a tennis racquet on a tennis court.,0.6233531981706619,0.0,0.2857876941561699,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000133244.jpg,A man holding a tennis racquet on a tennis court.,2.1109402179718018,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000133244.jpg,A man holding a tennis racquet on a tennis court.,0.3878451883792877,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000575081.jpg,A boy holding a game controller and playing a video game.,0.3715064376592636,0.0,0.015213340520858765,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000575081.jpg,A boy holding a game controller and playing a video game.,1.211448758840561,0.0,0.4346907138824463,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000575081.jpg,A boy holding a game controller and playing a video game.,1.6308560967445374,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000575081.jpg,A boy holding a game controller and playing a video game.,2.7084579691290855,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000289516.jpg,A clock sits above green bushes under a blue sky.,0.7151095196604729,0.0,0.08162576705217361,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000289516.jpg,A clock sits above green bushes under a blue sky.,1.3518314808607101,0.0,0.08972790092229843,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000289516.jpg,A clock sits above green bushes under a blue sky.,0.5937885493040085,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000289516.jpg,A clock sits above green bushes under a blue sky.,2.056671306490898,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000107087.jpg,A black cat sits in a car and looks out.,2.4129915982484818,0.0,0.07593128830194473,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000107087.jpg,A black cat sits in a car and looks out.,2.9618805274367332,0.0,2.6022879406809807,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000107087.jpg,A black cat sits in a car and looks out.,2.471495419740677,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000107087.jpg,A black cat sits in a car and looks out.,2.689697779715061,0.0,2.309613861143589,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000323202.jpg,A toilet that has three sea shells on top.,0.489266961812973,0.0,1.2181758880615234,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000323202.jpg,A toilet that has three sea shells on top.,1.2222766876220703,0.0,0.21929703652858734,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000323202.jpg,A toilet that has three sea shells on top.,1.9184425473213196,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000323202.jpg,A toilet that has three sea shells on top.,5.1870886236429214,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,1.7665505409240723,0.0,0.04771575331687927,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,1.4558248221874237,0.0,0.988750159740448,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,3.417028486728668,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000119365.jpg,A couple of people with a laptop at a table.,4.0762972086668015,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000564133.jpg,Some elephants walk together through the grass. ,0.081658735871315,0.0,1.4156647026538849,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000564133.jpg,Some elephants walk together through the grass. ,0.794466957449913,0.0,1.4133084565401077,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000564133.jpg,Some elephants walk together through the grass. ,0.4248131066560745,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000564133.jpg,Some elephants walk together through the grass. ,0.0332297757267952,0.0,1.5980133786797523,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000198510.jpg,A person holds a bag while walking on train tracks.,1.3478980399668217,0.0,0.6280409172177315,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000198510.jpg,A person holds a bag while walking on train tracks.,1.9345063716173172,0.0,0.3187177702784538,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000198510.jpg,A person holds a bag while walking on train tracks.,1.3425365090370178,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000198510.jpg,A person holds a bag while walking on train tracks.,0.0,100.0,0.03254339098930359,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,2.85422932356596,0.0,0.01077987253665924,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,4.559624940156937,0.0,0.0,100.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,4.780999198555946,0.0,0.0,100.0
fusion,/media/crk/vol3/rt/coco/val2017/000000357941.jpg,Two televisions that are stacked on top of each other. ,6.06435164809227,0.0,0.0,100.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000104803.jpg,a toilet with glitter paint on it ,0.0,100.0,0.21768566220998764,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000104803.jpg,a toilet with glitter paint on it ,0.0,100.0,0.7560252211987972,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000104803.jpg,a toilet with glitter paint on it ,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000104803.jpg,a toilet with glitter paint on it ,0.052885059267282486,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,0.0,100.0,0.7363752461969852,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,1.0717515833675861,0.0,0.7541710510849953,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,0.7231988944113255,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000135670.jpg,A bike behind a rail for safety on a train ride.,2.616046741604805,0.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000389109.jpg,Pizza on a table at an outdoor restaurant at night,0.0,100.0,1.3085786253213882,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000389109.jpg,Pizza on a table at an outdoor restaurant at night,0.0,100.0,1.3531798496842384,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000389109.jpg,Pizza on a table at an outdoor restaurant at night,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000389109.jpg,Pizza on a table at an outdoor restaurant at night,0.0,100.0,0.01966143026947975,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000410934.jpg,A broccoli plant has very large leaves. ,0.0,100.0,0.19701477140188217,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000410934.jpg,A broccoli plant has very large leaves. ,0.0,100.0,1.625145971775055,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000410934.jpg,A broccoli plant has very large leaves. ,0.0,100.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000410934.jpg,A broccoli plant has very large leaves. ,0.0,100.0,0.0,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000135872.jpg,A desk with both a laptop computer and a desktop computer.,2.6571400463581085,0.0,0.028495490550994873,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000135872.jpg,A desk with both a laptop computer and a desktop computer.,3.114858642220497,0.0,2.07739919424057,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000135872.jpg,A desk with both a laptop computer and a desktop computer.,3.3589519560337067,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000135872.jpg,A desk with both a laptop computer and a desktop computer.,3.925107419490814,0.0,0.007421895861625671,0.0
m2ib,/media/crk/vol3/rt/coco/val2017/000000177893.jpg,a red and white passenger bus with a 'final destination 5' billboard on the side of it,4.09923829138279,0.0,0.4621346481144428,0.0
lciba,/media/crk/vol3/rt/coco/val2017/000000177893.jpg,a red and white passenger bus with a 'final destination 5' billboard on the side of it,3.6313388496637344,0.0,2.405259758234024,0.0
libragrad,/media/crk/vol3/rt/coco/val2017/000000177893.jpg,a red and white passenger bus with a 'final destination 5' billboard on the side of it,4.293486475944519,0.0,0.0,0.0
fusion,/media/crk/vol3/rt/coco/val2017/000000177893.jpg,a red and white passenger bus with a 'final destination 5' billboard on the side of it,2.059301733970642,0.0,0.029502762481570244,0.0
